id,type,title,director,cast,country,date_added,release_year,rating,duration,genre,plataforma,duration_int,duration_type,score
as1,movie,the grand seduction,don mckellar,"brendan gleeson, taylor kitsch, gordon pinsent",canada,2021-03-30 00:00:00,2014,G,113 min,comedy,amazon,113,min,3.5491266375545854
as2,movie,take care good night,girish joshi,"mahesh manjrekar, abhay mahajan, sachin khedekar",india,2021-03-30 00:00:00,2018,13+,110 min,drama,amazon,110,min,3.55688622754491
as3,movie,secrets of deception,josh webber,"tom sizemore, lorenzo lamas, robert lasardo, richard jones, yancey arias, noel gugliemi",united states,2021-03-30 00:00:00,2017,G,74 min,action,amazon,74,min,3.6041237113402063
as4,movie,pink: staying true,sonia anderson,"interviews with: pink, adele, beyoncé, britney spears, christina aguilera, more!",united states,2021-03-30 00:00:00,2014,G,69 min,documentary,amazon,69,min,3.5470852017937218
as5,movie,monster maker,giles foster,"harry dean stanton, kieran o'brien, george costigan, amanda dickinson, alison steadman, grant bardsley, bill moody, matthew scurfield",united kingdom,2021-03-30 00:00:00,1989,G,45 min,drama,amazon,45,min,3.532157676348548
as6,movie,living with dinosaurs,paul weiland,"gregory chisholm, juliet stevenson, brian henson, michael maloney",united kingdom,2021-03-30 00:00:00,1989,G,52 min,fantasy,amazon,52,min,3.425889328063241
as7,movie,hired gun,fran strine,"alice cooper, liberty devitto, ray parker jr., david foster, jason hook, steve vai, phil x, rudy sarzo, jay graydon, rob zombie, kenny aronoff, steve lukather, justin derrico, eva gardner, john 5, eric singer, derek st. holmes, paul bushnell, jason newsted, glen sobel, nita strauss, chris johnson",united states,2021-03-30 00:00:00,2017,G,98 min,documentary,amazon,98,min,3.535569105691057
as8,movie,grease live!,"thomas kail, alex rudzinski","julianne hough, aaron tveit, vanessa hudgens, keke palmer, carly rae jepson, mario lopez, carlos penavega, kether donohue, jordan fisher, david del rio, andrew call, wendell pierce, boyz ii men, jessie j, ana gasteyer, didi conn",united states,2021-03-30 00:00:00,2016,G,131 min,comedy,amazon,131,min,3.635162601626016
as9,movie,global meltdown,daniel gilboy,"michael paré, leanne khol young, patrick j. maceachern",canada,2021-03-30 00:00:00,2017,G,87 min,action,amazon,87,min,3.5064794816414686
as10,movie,david's mother,robert allan ackerman,"kirstie alley, sam waterston, stockard channing",united states,2021-04-01 00:00:00,1994,G,92 min,drama,amazon,92,min,3.5356415478615077
as11,movie,forest fairies,justin g. dyck,"emily wilder, adrian cowan, gary mckenzie, jeremy ninaber, brenda somers, brian carleton, lora burke, winny clarke, mercedes morris, rebecca perry, emily agard, graham gauthier",canada,2021-04-04 00:00:00,2016,G,88 min,adventure,amazon,88,min,3.456953642384106
as12,movie,take care,liz tuccillo,"leslie bibb, kevin curtis, nadia dajani",united states,2021-04-10 00:00:00,2014,G,93 min,comedy,amazon,93,min,3.5793478260869565
as13,movie,the night eats the world,dominique rocher,"anders danielsen lie, golshifteh farahani, denis lavant, sigrid bouaziz, david kammenos",france,2021-04-17 00:00:00,2018,G,94 min,horror,amazon,94,min,3.5415800415800414
as14,movie,resilencia,jep barcelona,"rafinha alcantara, marc-andré ter stegen, sergi roberto, dr. ramón cugat, mazinho, xavi arruebo, celia ferreira da silva, ángel lapuebla, javier enríquez, thiago alcantara, valeria alcantara",spain,2021-04-24 00:00:00,2020,G,46 min,documentary,amazon,46,min,3.498102466793169
as15,movie,elon musk: the real life iron man,sonia anderson,"elon musk, per wimmer, julie anderson-ankenbrandt, cary cooper",united kingdom,2021-05-02 00:00:00,2018,G,74 min,documentary,amazon,74,min,3.4847494553376905
as16,movie,summer '03,becca gleason,"joey king, jack kilmer, andrea savage, paul scheer, june squibb, erin darke, stephen ruffin, kelly lamor wilson, logan medina, travis james, bill eudaly, elise duquette",united states,2021-06-03 00:00:00,2019,G,96 min,comedy,amazon,96,min,3.5885947046843176
as17,movie,zoombies,glenn miller,"marcus anderson, kaiwi lyman, andrew asper",Sin dato,Sin dato,2016,13+,87 min,horror,amazon,87,min,3.52465483234714
as20,movie,zoe,drake doremus,"ewan mcgregor, léa seydoux, theo james, miranda otto, rashida jones, christina aguilera, matthew gray gubler, anthony shim",Sin dato,Sin dato,2018,R,104 min,science fiction,amazon,104,min,3.602020202020202
as23,movie,zis boom bah,william nigh,"grace hayes, mary healy",Sin dato,Sin dato,1941,NR,62 min,arts,amazon,62,min,3.518774703557312
as25,movie,zandalee,sam pillsbury,"nicolas cage, judge reinhold, erika anderson, joe pantoliano, viveca lindfors, aaron neville, steve buscemi, ian abercrombie, marisa tomei, jo-el sonnier, newell alexander, blaise delacroix, eliott keener, richard greenberg, john cutler, thomas iain",Sin dato,Sin dato,1991,R,94 min,drama,amazon,94,min,3.475321888412017
as26,movie,zambezi: force of life,dr. rudolf lammers,Sin dato,Sin dato,Sin dato,2005,ALL,50 min,documentary,amazon,50,min,3.5677777777777777
as33,movie,young lovers,ida lupino,"sally forrest, keefe brasselle, hugh o'brian, eve miller, lawrence dobkin, rita lupino",Sin dato,Sin dato,1949,18+,86 min,drama,amazon,86,min,3.5090909090909093
as34,movie,young love (at the sun factory),Sin dato,Sin dato,Sin dato,Sin dato,2007,NR,36 min,music videos and concerts,amazon,36,min,3.578028747433265
as35,movie,young love (at bowery ballroom),Sin dato,Sin dato,Sin dato,Sin dato,2007,NR,37 min,music videos and concerts,amazon,37,min,3.515957446808511
as37,movie,you're not you,george c. wolfe,"hilary swank, emmy rossum, josh duhamel",Sin dato,Sin dato,2015,R,103 min,drama,amazon,103,min,3.5649202733485192
as38,movie,"you, me and him",daisy aitkens,"david tennant, lucy punch, faye marsay, gemma jones",Sin dato,Sin dato,2017,G,98 min,comedy,amazon,98,min,3.537473233404711
as39,movie,yoga with sound meditations,mark knight,ann-marie newland,Sin dato,Sin dato,2016,ALL,9 min,fitness,amazon,9,min,3.546777546777547
as40,movie,yoga to harness your chakra energy,mark knight,caroline shola arewa,Sin dato,Sin dato,2014,ALL,18 min,faith and spirituality,amazon,18,min,3.544513457556936
as41,movie,yoga to ease flight anxiety,mark knight,anne-marie newland,Sin dato,Sin dato,2016,ALL,14 min,fitness,amazon,14,min,3.450854700854701
as42,movie,yoga to break any habit,mark knight,dr daniel j nightingale,Sin dato,Sin dato,2014,ALL,20 min,special interest,amazon,20,min,3.474387527839644
as44,movie,yoga savasana relaxation,mark knight,anne-marie newland,Sin dato,Sin dato,2014,ALL,19 min,fitness,amazon,19,min,3.540289256198347
as45,movie,yoga for relaxation anywhere,mark knight,anne-marie newland,Sin dato,Sin dato,2014,ALL,18 min,fitness,amazon,18,min,3.5664414414414414
as46,movie,yoga for relaxation and stress relief anywhere,mark knight,anne-marie newland,Sin dato,Sin dato,2014,ALL,20 min,fitness,amazon,20,min,3.543388429752066
as47,movie,yoga for relaxation and stress relief,mark knight,anne-marie newland,Sin dato,Sin dato,2014,ALL,20 min,special interest,amazon,20,min,3.556935817805383
as48,movie,yoga for mindfulness and meditation,mark knight,anne-marie newland,Sin dato,Sin dato,2016,ALL,22 min,fitness,amazon,22,min,3.5248015873015874
as49,movie,yoga for men's health,mark knight,anne-marie newland,Sin dato,Sin dato,2016,ALL,60 min,fitness,amazon,60,min,3.5428893905191874
as50,movie,yoga for breath awareness,mark knight,anne-marie newland,Sin dato,Sin dato,2016,ALL,6 min,fitness,amazon,6,min,3.5743099787685777
as51,movie,yoga for beginners,mark knight,anne-marie newland,Sin dato,Sin dato,2016,ALL,54 min,fitness,amazon,54,min,3.502288329519451
as52,movie,yoga for abdominal breathing,mark knight,anne-marie newland,Sin dato,Sin dato,2019,ALL,5 min,special interest,amazon,5,min,3.4833333333333334
as53,movie,yellowneck,r. john hugh,"lin mccarthy, stephen courtleigh, berry kroeger, harold gordon, bill mason",Sin dato,Sin dato,1955,18+,84 min,action,amazon,84,min,3.5
as55,movie,yatra (telugu),mahi v raghav,"mammootty, suhasini maniratnam",Sin dato,Sin dato,2019,ALL,126 min,drama,amazon,126,min,3.5448851774530272
as56,movie,yatra (malayalam),mahi v raghav,"mammootty, suhasini maniratnam",Sin dato,Sin dato,2019,ALL,125 min,drama,amazon,125,min,3.5301810865191148
as60,movie,xchange,allan moyle,"stephen baldwin, pascale bussières, kim coates, kyle maclachlan, tom rack",Sin dato,Sin dato,2001,R,109 min,fantasy,amazon,109,min,3.5398706896551726
as61,movie,x-ray,boaz davidson,"barbi benton, chip lucia",Sin dato,Sin dato,1983,R,89 min,suspense,amazon,89,min,3.5283018867924527
as63,movie,wrangler: anatomy of an icon,jeffrey schwarz,"jack wrangler, margaret whiting, marc shaiman, bruce vilanch, christine ebersole, michael musto, chi chi la rue, sharon mitchell, jamie gillis, candida royalle, samantha fox, gloria leonard",Sin dato,Sin dato,2008,18+,85 min,documentary,amazon,85,min,3.4649321266968327
as69,movie,world war ii: saving the reality,tim gray,dan aykroyd,Sin dato,Sin dato,2012,G,56 min,documentary,amazon,56,min,3.4932432432432434
as71,movie,world inferno friendship society,baeble music,Sin dato,Sin dato,Sin dato,2007,NR,40 min,music videos and concerts,amazon,40,min,3.6978494623655913
as74,movie,words on bathroom walls,thor freudenthal,"charlie plummer, taylor russell, andy garcia, annasophia robb, beth grant, devin bostick, lobo sebastian, molly parker, walton goggins",Sin dato,Sin dato,2020,PG-13,111 min,drama,amazon,111,min,3.5662393162393164
as77,movie,wonderful nursery rhymes with mia - little baby bum,cannis holder,Sin dato,Sin dato,Sin dato,2019,ALL,33 min,kids,amazon,33,min,3.540755467196819
as78,movie,wonderful nursery rhymes with jacus - by little baby bum,cannis holder,Sin dato,Sin dato,Sin dato,2019,ALL,34 min,kids,amazon,34,min,3.473347547974414
as80,movie,women of valor,buzz kulik,"susan sarandon, kristy mcnichol, terry o'quinn",Sin dato,Sin dato,1986,16+,95 min,action,amazon,95,min,3.490118577075098
as81,movie,woman of desire,robert ginty,"jeff fahey, bo derek",Sin dato,Sin dato,1994,R,99 min,drama,amazon,99,min,3.457792207792208
as82,movie,woke up like this,john elbert ferrer,"vhong navarro, lovi poe",Sin dato,Sin dato,2017,13+,104 min,comedy,amazon,104,min,3.5646464646464646
as83,movie,"wizard of loneliness, the",jenny bowen,"lukas haas, lea thompson",Sin dato,Sin dato,1988,PG-13,111 min,drama,amazon,111,min,3.51255230125523
as84,movie,within our gates,oscar micheaux,"evelyn preer, flo clements",Sin dato,Sin dato,1920,13+,78 min,drama,amazon,78,min,3.4535864978902957
as89,movie,winterset,alfred santell,"burgess meredith, eduordo ciannelli",Sin dato,Sin dato,1936,NR,77 min,action,amazon,77,min,3.516949152542373
as90,movie,winds of the wasteland,mack v. wright,"john wayne, phyllis fraser, lew kelly, douglas cosgrove, lane chandler, sam flint, bob kortman, ed cassidy, jon hall, merrill mccormick, christian j. frank, jack rockwell, arthur millett, tracy layne, yakima canutt, horace b. carpenter, herman hack, henry hall, lloyd ingraham, jack ingram, cliff lyons, murdock macquarrie, clyde mcclary, bud mcclure, art mix, george morrell, bud pope, francis walker, joe yrigoyen",Sin dato,Sin dato,1936,13+,55 min,western,amazon,55,min,3.5611439842209074
as91,movie,wind,carroll ballard,"matthew modine, jennifer grey, cliff robertson, jack thompson, stellan skarsgård, rebecca miller, ned vaughn, james rebhorn, ron palillo",Sin dato,Sin dato,1992,PG-13,126 min,action,amazon,126,min,3.582954545454545
as92,movie,william the conqueror,frederic compain,Sin dato,Sin dato,Sin dato,2015,13+,53 min,documentary,amazon,53,min,3.4855371900826446
as93,movie,william tecumseh sherman: beyond the march to the sea,jonathan chase cook,jonathan chase cook,Sin dato,Sin dato,2019,13+,115 min,documentary,amazon,115,min,3.579113924050633
as94,movie,william lee martin: the nutcracker - a christmas stand-up comedy spectacular,brandon jones,william lee martin,Sin dato,Sin dato,2019,16+,55 min,arts,amazon,55,min,3.542884990253411
as95,movie,william lee martin: standing in the middle,brandon jones,william lee martin,Sin dato,Sin dato,2019,18+,58 min,arts,amazon,58,min,3.5211581291759466
as96,movie,william and kate: into the future,alan scales,"prince william, kate middleton",Sin dato,Sin dato,2011,ALL,49 min,documentary,amazon,49,min,3.5648769574944077
as97,movie,wildlike,frank hall green,"bruce greenwood, ella purnell, brian geraghty",Sin dato,Sin dato,2021,16+,104 min,action,amazon,104,min,3.482608695652174
as98,movie,wildfire 7,jason bourque,"tracey gold, alexander walters",Sin dato,Sin dato,2002,G,95 min,action,amazon,95,min,3.466594827586207
as100,movie,wilder napalm,glenn gordon caron,"debra winger, dennis quaid, arliss howard, m. emmet walsh, jim varney",Sin dato,Sin dato,1993,PG-13,109 min,comedy,amazon,109,min,3.560185185185185
as103,movie,wild geese,andrew v. mclaglen,"richard burton, roger moore, richard harris",Sin dato,Sin dato,2012,18+,135 min,action,amazon,135,min,3.535416666666667
as104,movie,wild colombia revealed,mike slee,Sin dato,Sin dato,Sin dato,2016,7+,91 min,documentary,amazon,91,min,3.4872549019607844
as106,movie,why we fight,eugene jarecki,"gore vidal, john mccain, ken adelman",Sin dato,Sin dato,2006,PG-13,99 min,documentary,amazon,99,min,3.635523613963039
as108,movie,whoop!,kreeti gogia,abish mathew,india,Sin dato,2018,18+,64 min,arts,amazon,64,min,3.507692307692308
as109,movie,who wrote the new testament?,"caryl ebenezer, j. mervyn williams",Sin dato,Sin dato,Sin dato,2016,ALL,131 min,drama,amazon,131,min,3.49465811965812
as110,movie,who put the klan into ku klux klan,ian lilley,neil oliver,Sin dato,Sin dato,2018,13+,59 min,documentary,amazon,59,min,3.5339578454332554
as111,movie,who killed doc robin,bernard carr,Sin dato,Sin dato,Sin dato,1948,NR,52 min,comedy,amazon,52,min,3.6781970649895177
as112,movie,whitney cummings: money shot,john fortenberry,whitney cummings,Sin dato,Sin dato,2010,G,48 min,arts,amazon,48,min,3.5189473684210526
as114,movie,white tiger,karen shakhnazarov,"aleksey vertkov, vitaliy kishchenko, valeriy grishko",Sin dato,Sin dato,2021,16+,109 min,action,amazon,109,min,3.5170575692963757
as115,movie,white savior: racism in the american church,aaron j. christopher,ashe jaafaru,Sin dato,Sin dato,2019,16+,62 min,documentary,amazon,62,min,3.563616071428572
as117,movie,whistle stop,leonide moguy,"ava gardner, george raft, victor mclaglen, tom conway, jorja curtright",Sin dato,Sin dato,1946,13+,84 min,drama,amazon,84,min,3.5607287449392717
as118,movie,where love found me,david bolt,"kaitlin cheung, andrew cheney, james kyson, brian fong, jennifer klekas, max mendoza, marcus natividad, ronnie lazaro, madeleine nicolas",Sin dato,Sin dato,2018,PG-13,85 min,action,amazon,85,min,3.5595703125
as119,movie,where is chicky? - chapter two,william hoareau,Sin dato,Sin dato,Sin dato,2019,ALL,22 min,animation,amazon,22,min,3.567991631799164
as120,movie,where is chicky? - chapter three,william hoareau,Sin dato,Sin dato,Sin dato,2019,ALL,22 min,animation,amazon,22,min,3.527831094049904
as121,movie,where is chicky? - chapter one,william hoareau,Sin dato,Sin dato,Sin dato,2019,ALL,22 min,animation,amazon,22,min,3.575892857142857
as122,movie,where is chicky? - chapter four,william hoareau,Sin dato,Sin dato,Sin dato,2019,ALL,22 min,animation,amazon,22,min,3.4930830039525693
as123,movie,where hands touch,amma asante,"amandla stenberg, george mckay, abbie cornish",Sin dato,Sin dato,2019,PG-13,122 min,drama,amazon,122,min,3.4350515463917524
as124,movie,when the lights go on again,william k. howard,"james lydon, barbara belden, regis toomey, george cleveland, warren mills, jill browning",Sin dato,Sin dato,1944,16+,103 min,drama,amazon,103,min,3.472160356347439
as125,movie,when in your reflection,rocío de prat gay,"clara de la rúa, victoria isabella villa, marta tricerri",Sin dato,Sin dato,2019,16+,9 min,drama,amazon,9,min,3.4927385892116183
as126,movie,when did you last see your father?,anand tucker,"jim broadbent, colin firth, gina mckee",Sin dato,Sin dato,2008,PG-13,92 min,arthouse,amazon,92,min,3.5
as127,movie,when a woman loves a man,jamall rashaud mcmillan,"j. wells jr., tina christine, dani coleman, jeffrey creightney, kemuel crossty",Sin dato,Sin dato,2019,13+,90 min,drama,amazon,90,min,3.4716981132075477
as128,movie,whatever father,harold trompetero,"hassam, carlos ramírez, bebsabe duque",Sin dato,Sin dato,2018,ALL,102 min,comedy,amazon,102,min,3.6492693110647183
as133,movie,what price crime,albert herman,"charles starrett, noel madison, virginia cherrill, charles delaney, jack mulhall, nina guilbert, henry roquemore",Sin dato,Sin dato,1935,18+,65 min,suspense,amazon,65,min,3.492204899777283
as134,movie,what comes around,jerry reed,"barry corbin, cherie elledge-grapes, buck ford, leonard p. geer, john c. hill, bo hopkins, arte johnson, jerry reed",Sin dato,Sin dato,1985,13+,114 min,action,amazon,114,min,3.611691022964509
as136,movie,western gold,howard bretherton,"smith ballew, heather angel, leroy mason, howard p. hickman, ben alexander",Sin dato,Sin dato,1937,18+,56 min,military and war,amazon,56,min,3.5578093306288032
as137,movie,west of nevada,robert hill,"rex bell, joan barclay",Sin dato,Sin dato,1936,NR,59 min,action,amazon,59,min,3.5638075313807533
as140,movie,welcome to the space show (english dub),kôji masunari,"keiji fujiwara, michael sinterniklaas",Sin dato,Sin dato,2011,13+,136 min,anime,amazon,136,min,3.534516765285996
as142,movie,welcome to kutsher's: the last catskills resort,"caroline laskow, ian rosenberg","freddie roman, mark kutsher, helen kutsher, larry strickler, celia duffy, krazy tyrone",Sin dato,Sin dato,2015,13+,70 min,documentary,amazon,70,min,3.5589430894308944
as143,movie,wedding cha shinema,saleel kulkarni,"shivraj waichal, rucha inamdar, mukta barve, purnima ahire, adesh aware",india,Sin dato,2019,ALL,138 min,comedy,amazon,138,min,3.509018036072144
as144,movie,we'll take manhattan,john mckay,"frances barber, aneurin barnard, fiona button",Sin dato,Sin dato,2012,16+,89 min,drama,amazon,89,min,3.5593047034764824
as145,movie,we need to talk about kevin,lynne ramsay,"tilda swinton, john c. reilly, ezra miller",Sin dato,Sin dato,2012,R,113 min,drama,amazon,113,min,3.576767676767677
as147,movie,watermelon man,melvin van peebles,"godfrey cambridge, estelle parsons, howard caine",Sin dato,Sin dato,1970,R,100 min,comedy,amazon,100,min,3.4837662337662336
as148,movie,waterfalls for sleep 8 hours,mark knight,Sin dato,Sin dato,Sin dato,2016,ALL,480 min,documentary,amazon,480,min,3.55091649694501
as149,movie,water (short),mark knight,Sin dato,Sin dato,Sin dato,2017,ALL,4 min,documentary,amazon,4,min,3.478557504873294
as151,movie,wash your hands & more classic kids songs - kiiyii,moonbug entertainment,Sin dato,Sin dato,Sin dato,2020,ALL,30 min,kids,amazon,30,min,3.5776209677419355
as152,movie,war of likes,maría ripoll,"ludwika paleta, regina blandón, manolo cardona, michelle rodríguez, loreto peralta, mauricio “diablito” barrientos, catalina lópez, patricia bernal, héctor jiménez, siouzanna melikián, paulette hernández, pamela cortés, josé sefami, pablo cruz, elsa ortíz, enrique olvera, miguel bosé",Sin dato,Sin dato,2021,16+,104 min,comedy,amazon,104,min,3.595190380761523
as153,movie,war comes to america,frank capra,"dean acheson, general bergeret",Sin dato,Sin dato,1945,NR,65 min,documentary,amazon,65,min,3.612704918032787
as154,movie,war (telugu),siddharth anand,"hrithik roshan, tiger shroff, vaani kapoor, ashutosh rana, anupriya goenka, yash raaj singh, mashhoor amrohi, sanjeev vatsa, soni razdan, dipannita sharma, arif zakaria, amit gaur",Sin dato,Sin dato,2019,13+,152 min,action,amazon,152,min,3.523565573770492
as155,movie,war (tamil),siddharth anand,"hrithik roshan, tiger shroff, vaani kapoor, ashutosh rana, anupriya goenka, yash raaj singh, mashhoor amrohi, sanjeev vatsa, soni razdan, dipannita sharma, arif zakaria, amit gaur",Sin dato,Sin dato,2019,13+,152 min,action,amazon,152,min,3.467365967365968
as156,movie,walter williams: suffer no fools,tony machi,"walter williams, thomas sowell, charles murray, shelby steele, larry elder, douglas h. ginsburg, jack hirshleifer, manny klausner, thomas c. rustici, willette klausner, steve javie",Sin dato,Sin dato,2014,13+,55 min,special interest,amazon,55,min,3.568027210884354
as157,movie,walter,anna mastro,"andrew j. west, peter facinelli, virginia madsen, william h. macy",Sin dato,Sin dato,2015,G,86 min,comedy,amazon,86,min,3.60561797752809
as160,movie,wallaby jim of the islands,charles lamont,"george houston, ruth coleman, douglas walton, wilhelm von brincken, mamo clark, colin campbell, syd saydor",Sin dato,Sin dato,1937,13+,68 min,action,amazon,68,min,
as161,movie,wall street cowboy,joseph kane,"roy rogers, george ""gabby"" hayes, raymond hatton, ann baldwin, pierre watkin, craig reynolds, louisiana lou, ivan miller, reginald barlow",Sin dato,Sin dato,1939,18+,57 min,western,amazon,57,min,3.551080550098232
as162,movie,walkaway joe,tom wright,"jeffrey dean morgan, david strathairn, julian feder, julie ann emery",Sin dato,Sin dato,2020,16+,89 min,action,amazon,89,min,3.5445859872611467
as165,movie,waiting on mary,corey horton,"brian shea, emilee dupre', ned averill-snell, bob devin jones, bonnie agan, jim wicker, matt lunsford",Sin dato,Sin dato,2016,18+,77 min,comedy,amazon,77,min,3.6131178707224336
as166,movie,waiting for you,charles garrad,"colin morgan, fanny ardant, abdelkrim bahloul, clare holman","united kingdom, france",Sin dato,2018,13+,92 min,drama,amazon,92,min,3.5363070539419086
as167,movie,waiting for lightning,jacob rosenberg,"danny way, tony hawk, rob dyrdek, travis pastrana, laird john hamilton, paul rodriguez jr.",Sin dato,Sin dato,2012,PG-13,96 min,documentary,amazon,96,min,3.472061657032756
as168,movie,waiting for anya,ben cookson,"noah schnapp, thomas kretschmann, frederick schmidt, anjelica huston, jean reno",Sin dato,Sin dato,2020,13+,109 min,action,amazon,109,min,3.4768421052631577
as169,movie,wait for your laugh,jason wise,"rose marie, carl reiner, dick van dyke, dan harmon",Sin dato,Sin dato,2018,13+,85 min,arts,amazon,85,min,3.5653465346534654
as173,movie,voyage into space,minoru yamada,"akio ito, kaneko mitsundbu",Sin dato,Sin dato,1970,13+,98 min,science fiction,amazon,98,min,3.6357615894039736
as174,movie,vows of deception,bill norton,"cheryl ladd, nick manusco, nancy cartwright, vyto ruginis, mike farrell, cady huffman",united states,Sin dato,1996,PG-13,94 min,drama,amazon,94,min,3.4120762711864407
as175,movie,volcano: fire on the mountain,graeme campbell,"dan cortese, cynthia gibb, brian kerwin",Sin dato,Sin dato,1997,16+,88 min,action,amazon,88,min,3.4675052410901466
as176,movie,voice from the stone,eric d. howell,"emilia clarke, marton csokas, caterina murino, remo girone","united states, italy",Sin dato,2017,R,90 min,drama,amazon,90,min,3.5951859956236323
as178,movie,vocabularry,babyfirst,Sin dato,Sin dato,Sin dato,2012,ALL,31 min,kids,amazon,31,min,3.425531914893617
as179,movie,viswasam,siva,"ajith kumar, nayanthara",india,Sin dato,2019,13+,151 min,action,amazon,151,min,3.51875
as180,movie,visit to a chief's son,lamont johnson,"richard mulligan, johnny sekka",Sin dato,Sin dato,1974,G,92 min,drama,amazon,92,min,3.491786447638604
as181,movie,virus,aashiq abu,"revathy, kunchako boban, parvathy thiruvoth",india,Sin dato,2019,ALL,149 min,drama,amazon,149,min,3.552801724137931
as182,movie,virginia,dustin lance black,"jennifer connelly, emma roberts, ed harris, carrie preston",Sin dato,Sin dato,2012,R,111 min,drama,amazon,111,min,3.5348583877995643
as183,movie,violets are blue,jack fisk,"sissy spacek, kevin kline, bonnie bedelia",Sin dato,Sin dato,1986,PG-13,86 min,drama,amazon,86,min,3.532520325203252
as185,movie,vinci da,srijit mukherjee,"rudranil ghosh, ritwick chakraborty, sohini sarkar, anirban bhattacharya, riddhi sen",Sin dato,Sin dato,2019,16+,113 min,international,amazon,113,min,3.527310924369748
as187,movie,vietnam: secret negotiations that ended the war,daniel roussel,Sin dato,Sin dato,Sin dato,2015,PG-13,53 min,documentary,amazon,53,min,3.4721115537848606
as190,movie,vicky velingkar,saurabh varma,"sonalee kulkarni, spruha joshi, sangram samel, kettan singh, gaurav more, rama joshi, vinita karat, juhi pawar",india,Sin dato,2019,13+,125 min,international,amazon,125,min,3.5009784735812133
as193,movie,venky mama,ks ravindra(bobby),"venkatesh, chaitanya, payal rajput, raashi khanna",Sin dato,Sin dato,2019,13+,141 min,action,amazon,141,min,3.603550295857988
as194,movie,vellai pookal,vivek elangovan,"vivek, charlie, dev, pooja devariya","united states, india",Sin dato,2019,13+,121 min,international,amazon,121,min,3.4904030710172744
as197,movie,vehicle songs by little baby bum,cannis holder,"grace tamayo, erin webbs",Sin dato,Sin dato,2019,ALL,48 min,kids,amazon,48,min,3.4967602591792657
as200,movie,valley uprising,"pete mortimer, nick rosen",peter sarsgaard,Sin dato,Sin dato,2014,13+,99 min,action,amazon,99,min,3.613684210526316
as201,movie,valentine road,marta cunningham,dawn boldrin,Sin dato,Sin dato,2013,16+,88 min,documentary,amazon,88,min,3.5307692307692307
as202,movie,valentine dayz,mark allen michaels,"carrie keagan, dallas valdez, robert allen mukes, curt lambert, joseph whittemore",Sin dato,Sin dato,2018,G,79 min,comedy,amazon,79,min,3.482474226804124
as203,movie,v1 murder case (telugu),pavel navageethan,"ram arun castro, vishnupriya pillai, gayathri raja, lijeesh, mime gopi",Sin dato,Sin dato,2021,13+,111 min,action,amazon,111,min,3.580971659919028
as204,movie,v (tamil),mohana krishna indraganti,"nani, sudheer babu, nivetha thomas, aditi rao hydari",Sin dato,Sin dato,2020,16+,140 min,action,amazon,140,min,3.544378698224852
as205,movie,v (malayalam),mohana krishna indraganti,"nani, sudheer babu, nivetha thomas, aditi rao hydari",Sin dato,Sin dato,2020,16+,140 min,action,amazon,140,min,3.498924731182796
as206,movie,v (kannada),mohana krishna indraganti,"nani, sudheer babu, nivetha thomas, aditi rao hydari",Sin dato,Sin dato,2020,16+,140 min,action,amazon,140,min,3.487755102040816
as208,movie,useless,josiah burdick,"brooke wilson, mark bracich, rinnan henderson",Sin dato,Sin dato,2020,G,90 min,drama,amazon,90,min,3.5753424657534247
as209,movie,usaisamonster,Sin dato,Sin dato,Sin dato,Sin dato,2007,NR,46 min,music videos and concerts,amazon,46,min,3.562906724511931
as210,movie,us the duo: christmas live in la  (4k uhd),josh perrault,Sin dato,Sin dato,Sin dato,2018,G,51 min,music videos and concerts,amazon,51,min,3.5950920245398774
as211,movie,us the duo: christmas live in la,josh perrault,Sin dato,Sin dato,Sin dato,2018,G,51 min,music videos and concerts,amazon,51,min,3.5073937153419594
as214,movie,up in arms,elliot nugent,"danny kaye, dana andrews, dinah shore",Sin dato,Sin dato,1944,13+,106 min,arts,amazon,106,min,3.4506302521008405
as215,movie,unity: the latin tribute to michael jackson,tony succar,"tony succar, titi nieves, michael stuart, jean rodriguez, sheila e",Sin dato,Sin dato,2015,G,75 min,arts,amazon,75,min,3.555443548387097
as218,movie,undocument,"amin bakhshian, kyla simone bruce",Sin dato,Sin dato,Sin dato,2020,16+,93 min,drama,amazon,93,min,3.515841584158416
as219,movie,underworld scandal,william c. thomas,"hillary brooke, stanley clements, philip reed, darryl hickman, carl ""alfalfa"" schweitzer, roland dupree, tommy bond, john phillips, vince barnett, joe allen jr., charles arnt",Sin dato,Sin dato,1948,PG,60 min,drama,amazon,60,min,3.553648068669528
as220,movie,underwater tunes with little baby bum,cannis holder,"grace tamayo, erin webbs",Sin dato,Sin dato,2019,ALL,27 min,kids,amazon,27,min,3.571564885496183
as221,movie,underplayed,stacey lee,"tokimonsta, alison wonderland, nervo, rezz, nightwave, sherelle, tygapaw",Sin dato,Sin dato,2021,13+,90 min,documentary,amazon,90,min,3.540650406504065
as222,movie,underdogs,doug dearth,"d. b. sweeney, logan huffman, charlie carver, natalie imbruglia",Sin dato,Sin dato,2013,PG,104 min,sports,amazon,104,min,3.5482546201232035
