id,type,title,director,cast,country,date_added,release_year,rating,duration,genre,plataforma,duration_int,duration_type,score
ns755,movie,a private war,matthew heineman,"rosamund pike, jamie dornan, tom hollander, stanley tucci, nikki amuka-bird, faye marsay, greg wise, corey johnson, raad rawi, jesuthasan antonythasan","united kingdom, united states",2021-06-05 00:00:00,2018,R,110 min,dramas,netflix,110,min,3.494
ns756,movie,kitty love: an homage to cats,Sin dato,nicolette kluijver,netherlands,2021-06-05 00:00:00,2021,TV-G,61 min,children & family movies,netflix,61,min,3.52991452991453
ns757,movie,small chops,robert peters,"chika ike, max cavenham, nkem owoh, nse ikpe-etim, toyin abraham, eucharia anunobi, sophie alakija, hafis ayetoro, omotunde adebowale david",nigeria,2021-06-05 00:00:00,2020,TV-MA,98 min,dramas,netflix,98,min,3.5539714867617107
ns758,movie,breaking boundaries: the science of our planet,jonathan clay,"david attenborough, johan rockström",united states,2021-06-04 00:00:00,2021,TV-PG,74 min,documentaries,netflix,74,min,3.4661654135338344
ns760,movie,fireplace 4k: classic crackling fireplace from fireplace for your home,george ford,Sin dato,Sin dato,2021-06-04 00:00:00,2015,TV-G,60 min,movies,netflix,60,min,3.4839034205231387
ns761,movie,fireplace 4k: crackling birchwood from fireplace for your home,george ford,Sin dato,Sin dato,2021-06-04 00:00:00,2015,TV-G,60 min,movies,netflix,60,min,3.446623093681917
ns763,movie,sweet & sour,lee kae-byeok,"jang ki-yong, chae soo-bin, jung soo-jung",south korea,2021-06-04 00:00:00,2021,TV-14,103 min,comedies,netflix,103,min,3.521231422505308
ns765,movie,trippin' with the kandasamys,jayan moodley,"jailoshini naidoo, maeshni naicker, madhushan singh, mishqah parthiephal, koobeshan naidoo, yugan naidoo, mariam bassa, uraysha ramrachia",south africa,2021-06-04 00:00:00,2021,TV-14,94 min,comedies,netflix,94,min,3.5295404814004376
ns766,movie,xtreme,daniel benmayor,"teo garcía, óscar jaenada, óscar casas, andrea duro, sergio peris-mencheta, alberto jo lee, luis zahera, andrés herrera, nao albet, césar bandera, isa montalbán",spain,2021-06-04 00:00:00,2021,TV-MA,112 min,action & adventure,netflix,112,min,3.5282101167315174
ns767,movie,alan saldaña: locked up,alex díaz,alan saldaña,mexico,2021-06-03 00:00:00,2021,TV-MA,49 min,stand-up comedy,netflix,49,min,3.544421487603306
ns769,movie,dancing queens,helena bergström,"molly nutley, fredrik quiñones, marie göranzon, mattias nordkvist, claes malmberg, christopher wollter, emil almén, razmus nyström, andré christenson, louie indriana, max ulveson",sweden,2021-06-03 00:00:00,2021,TV-MA,111 min,comedies,netflix,111,min,3.539337474120083
ns770,movie,from stress to happiness,"alejandro de grazia, juan stadler",Sin dato,argentina,2021-06-03 00:00:00,2020,TV-G,58 min,documentaries,netflix,58,min,3.5413135593220337
ns771,movie,myriam fares: the journey,myriam fares,myriam fares,united arab emirates,2021-06-03 00:00:00,2021,TV-14,72 min,documentaries,netflix,72,min,3.5799220272904484
ns774,movie,the girl and the gun,rae red,"janine gutierrez, felix roco, jc santos, elijah canlas, sky teotico, archi adamos, allan paule, ruby ruiz, bie ruaro, jess mendoza",philippines,2021-06-03 00:00:00,2019,TV-MA,78 min,dramas,netflix,78,min,3.4782608695652173
ns775,movie,2 hearts,lance hool,"jacob elordi, adan canto, radha mitchell, tiera skovbye, kari matchett, tahmoh penikett",united states,2021-06-02 00:00:00,2020,PG-13,101 min,dramas,netflix,101,min,3.539697542533081
ns776,movie,a perfect ending,nicole conn,"barbara niven, jessica clark, john heard, morgan fairchild, kerry knuppe, imelda corcoran, mary jane wells, rebecca staab, michael adam hamilton, bryan jackson, bryan mordechai jackson",united states,2021-06-02 00:00:00,2012,TV-MA,110 min,dramas,netflix,110,min,3.5984095427435387
ns777,movie,american outlaws,les mayfield,"colin farrell, scott caan, ali larter, gabriel macht, gregory smith, harris yulin, kathy bates, timothy dalton, ty o'neal, will mccormack, ronny cox, terry o'quinn, muse watson, joe stevens, barry tubb",united states,2021-06-02 00:00:00,2001,PG-13,94 min,action & adventure,netflix,94,min,3.535398230088496
ns778,movie,and then came lola,"ellen seidler, megan siler","ashleigh sumner, jill bennett, cathy debuono, jessica graham, angelyna martinez, candy tolentino, linda ignazi, jenoa harlow, lisa dewey, kathy domenici",united states,2021-06-02 00:00:00,2009,TV-MA,70 min,comedies,netflix,70,min,3.571725571725572
ns780,movie,battlefield earth,roger christian,"john travolta, barry pepper, forest whitaker, kim coates, sabine karsenti, richard tyson, kelly preston, michael macrae, shaun austin-olsen, tim post, michael byrne",united states,2021-06-02 00:00:00,2000,PG-13,118 min,action & adventure,netflix,118,min,3.558762886597938
ns782,movie,black holes | the edge of all we know,peter galison,Sin dato,Sin dato,2021-06-02 00:00:00,2021,TV-14,99 min,documentaries,netflix,99,min,3.5267857142857144
ns783,movie,bliss,lance young,"craig sheffer, sheryl lee, terence stamp, casey siemaszko, spalding gray, lois chiles, blu mankuma, ken camroux-taylor, eli gabay, molly parker","canada, united states",2021-06-02 00:00:00,1997,R,103 min,dramas,netflix,103,min,3.460526315789474
ns784,movie,carnaval,leandro neri,"giovana cordeiro, gkay, bruna inocencio, samya pascotto, flavia pavanelli, micael borges, jean pedro, rafael medrado, nikolas antunes, stella miranda",brazil,2021-06-02 00:00:00,2021,TV-MA,95 min,comedies,netflix,95,min,3.5616570327552988
ns785,movie,cloudburst,thom fitzgerald,"olympia dukakis, ryan doucette, brenda fricker, kristin booth, michael mcphee, john dunsworth, jeremy akerman, mary-colin chisholm, kevin kincaid","united states, canada",2021-06-02 00:00:00,2011,TV-MA,93 min,comedies,netflix,93,min,3.422912205567452
ns787,movie,company of heroes,don michael paul,"tom sizemore, chad michael collins, vinnie jones, dimitri diatchenko, neal mcdonough, jürgen prochnow, sam spruell, richard sammel, philip rham, alastair mackenzie",united states,2021-06-02 00:00:00,2013,R,101 min,action & adventure,netflix,101,min,3.590717299578059
ns788,movie,cradle 2 the grave,andrzej bartkowiak,"jet li, dmx, anthony anderson, kelly hu, tom arnold, mark dacascos, gabrielle union, michael jace, drag-on, paige hurd",united states,2021-06-02 00:00:00,2003,R,101 min,action & adventure,netflix,101,min,3.5550098231827114
ns789,movie,domestic disturbance,harold becker,"john travolta, vince vaughn, teri polo, matt o'leary, ruben santiago-hudson, susan floyd, angelica page, steve buscemi, chris ellis",united states,2021-06-02 00:00:00,2001,PG-13,89 min,thrillers,netflix,89,min,3.600790513833992
ns791,movie,dream/killer,andrew jenks,"bill ferguson, ryan ferguson",united states,2021-06-02 00:00:00,2015,TV-MA,109 min,documentaries,netflix,109,min,3.431
ns792,movie,felon,ric roman waugh,"stephen dorff, val kilmer, harold perrineau, marisol nichols, anne archer, nick chinlund, nate parker, johnny lewis, sam shepard, jake walker, joey villasenor, antonio leyba, mike seal, richard caruso, kevin wiggins, larnell stovall, mara holguin, elton walker, brittany perrineau, esodie geiger, jermaine washington, greg serano, brian keith gamble, mark sivertsen, carrie fleming, adam taylor, chris browning, john koyama, shawn prince, christopher dempsey, cynthia ruffin",united states,2021-06-02 00:00:00,2008,R,104 min,action & adventure,netflix,104,min,3.5609756097560976
ns793,movie,flipped,rob reiner,"madeline carroll, callan mcauliffe, rebecca de mornay, anthony edwards, john mahoney, penelope ann miller, aidan quinn, kevin weisman, morgan lily, ryan ketzner",united states,2021-06-02 00:00:00,2010,PG,90 min,comedies,netflix,90,min,3.520876826722338
ns794,movie,fools rush in,andy tennant,"matthew perry, salma hayek, jon tenney, carlos gómez, tomas milian, siobhan fallon hogan, john bennett perry, stanley desantis, suzanne snyder, anne betancourt, jill clayburgh",united states,2021-06-02 00:00:00,1997,PG-13,109 min,comedies,netflix,109,min,3.5417536534446765
ns795,movie,gold statue,tade ogidan,"gabriel afolayan, kunle remi, richard mofe-damijo, sola sobowale, kelvin ikeduba, kunle fawole, norbert young, alibaba akporobome, segun arinze, rycardo agbor",nigeria,2021-06-02 00:00:00,2019,TV-14,145 min,comedies,netflix,145,min,3.530398322851153
ns797,movie,hostel: part iii,scott spiegel,"kip pardue, brian hallisay, john hensley, sarah habel, chris coy, skyler stone, thomas kretschmann, zulay henao, nickola shreli, derrick carr",united states,2021-06-02 00:00:00,2011,R,88 min,cult movies,netflix,88,min,3.4978813559322037
ns798,movie,i am sam,jessie nelson,"sean penn, michelle pfeiffer, dakota fanning, dianne wiest, loretta devine, richard schiff, laura dern, brad silverman, joseph rosenberg, stanley desantis, doug hutchison",united states,2021-06-02 00:00:00,2001,PG-13,132 min,dramas,netflix,132,min,3.591733870967742
ns799,movie,love jones,theodore witcher,"larenz tate, nia long, isaiah washington, lisa nicole carson, bill bellamy, leonard roberts, bernadette l. clarke, khalil kain",united states,2021-06-02 00:00:00,1997,R,109 min,comedies,netflix,109,min,3.505446623093682
ns800,movie,million dollar baby,clint eastwood,"clint eastwood, hilary swank, morgan freeman, anthony mackie, jay baruchel, mike colter, lucia rijker, brían f. o'byrne, margo martindale, riki lindhome",united states,2021-06-02 00:00:00,2004,PG-13,133 min,dramas,netflix,133,min,3.605749486652977
ns801,movie,mosquita y mari,aurora guerrero,"fenessa pineda, venecia troncoso, joaquín garrido, laura patalano, dulce maria solis, marisela uscanga, melissa uscanga, omar leyva, tonita castro, paul alayo",united states,2021-06-02 00:00:00,2012,TV-14,85 min,dramas,netflix,85,min,3.4934354485776806
ns802,movie,never back down 2: the beatdown,michael jai white,"michael jai white, dean geyer, alex meraz, todd duffee, scottie epstein, jillian murray, evan peters, stacey asaro, gralen bryant banks, rus blackwell",united states,2021-06-02 00:00:00,2011,R,104 min,action & adventure,netflix,104,min,3.559684684684685
ns803,movie,ninja assassin,james mcteigue,"rain, naomie harris, ben miles, rick yune, shô kosugi, sung kang, richard van weyden, thorston manderlay, wladimir tarasjanz, eleonore weisgerber","germany, united states, france",2021-06-02 00:00:00,2009,R,99 min,action & adventure,netflix,99,min,3.528541226215645
ns805,movie,population 436,michelle maclaren,"jeremy sisto, fred durst, charlotte sullivan, david ames, cory cassidy, james blicq, martin trudel, reva timbers, rick skene, peter outerbridge, dana horrox","canada, united states",2021-06-02 00:00:00,2006,R,93 min,horror movies,netflix,93,min,3.5103734439834025
ns807,movie,seven souls in the skull castle: season moon jogen,hidenori inoue,"sota fukushi, taichi saotome, shohei miura, kenta suga, soichi hirama, shoko takada, ikkei watanabe",Sin dato,2021-06-02 00:00:00,2017,TV-14,204 min,action & adventure,netflix,204,min,3.528865979381443
ns808,movie,seven souls in the skull castle: season moon kagen,hidenori inoue,"mamoru miyano, hiroki suzuki, tomoki hirose, ryo kimura, kodai matsuoka, aki hano, tetsuya chiba",Sin dato,2021-06-02 00:00:00,2017,TV-PG,212 min,action & adventure,netflix,212,min,3.570362473347548
ns809,movie,sniper: legacy,don michael paul,"tom berenger, chad michael collins, doug allen, dominic mafham, mercedes mason, mark lewis jones, nestor serrano, dennis haysbert, alex roe, yana marinova","united states, bulgaria",2021-06-02 00:00:00,2014,R,98 min,action & adventure,netflix,98,min,3.5165198237885464
ns810,movie,starsky & hutch,todd phillips,"ben stiller, owen wilson, vince vaughn, juliette lewis, snoop dogg, fred williamson, jason bateman, amy smart, carmen electra, george cheung",united states,2021-06-02 00:00:00,2004,PG-13,101 min,action & adventure,netflix,101,min,3.609218436873748
ns811,movie,streets of fire,walter hill,"michael paré, diane lane, rick moranis, amy madigan, willem dafoe, deborah van valkenburgh, richard lawson, rick rossovich, bill paxton, lee ving",united states,2021-06-02 00:00:00,1984,PG,94 min,action & adventure,netflix,94,min,3.4628865979381445
ns812,movie,super monsters: once upon a rhyme,steve ball,"elyse maloway, vincent tong, andrea libman, alessandro juliani, nicole anthony, erin mathews, diana kaarina, gigi saul guerrero, asia mattu, rukiya bernard, ian james corlett, britt mckillip",Sin dato,2021-06-02 00:00:00,2021,TV-Y,25 min,children & family movies,netflix,25,min,3.527659574468085
ns813,movie,swordfish,dominic sena,"john travolta, hugh jackman, halle berry, don cheadle, sam shepard, vinnie jones, drea de matteo, rudolf martin, zach grenier, camryn grimes",united states,2021-06-02 00:00:00,2001,R,99 min,action & adventure,netflix,99,min,3.5414012738853504
ns815,movie,the four seasons,alan alda,"alan alda, carol burnett, len cariou, sandy dennis, rita moreno, jack weston, bess armstrong, elizabeth alda, beatrice alda",united states,2021-06-02 00:00:00,1981,PG,108 min,comedies,netflix,108,min,3.552738336713996
ns816,movie,the girl king,mika kaurismäki,"malin buska, sarah gadon, michael nyqvist, lucas bryant, laura birn, hippolyte girardot, peter lohmeyer, françois arnaud, patrick bachau, ville virtanen, martina gedeck",Sin dato,2021-06-02 00:00:00,2015,TV-MA,106 min,dramas,netflix,106,min,3.50752688172043
ns817,movie,the interpreter,sydney pollack,"nicole kidman, sean penn, catherine keener, jesper christensen, yvan attal, earl cameron, george harris, michael wright, clyde kusatsu, eric keenleyside, hugo speer","united kingdom, france, germany, united states",2021-06-02 00:00:00,2005,PG-13,128 min,thrillers,netflix,128,min,3.5190677966101696
ns818,movie,the meddler,lorene scafaria,"susan sarandon, rose byrne, j.k. simmons, cecily strong, jerrod carmichael, michael mckean, jason ritter, billy magnussen, lucy punch, sarah baker",united states,2021-06-02 00:00:00,2015,PG-13,104 min,comedies,netflix,104,min,
ns819,movie,the mirror has two faces,barbra streisand,"barbra streisand, jeff bridges, lauren bacall, george segal, mimi rogers, pierce brosnan, brenda vaccaro, austin pendleton, elle macpherson, ali marsh, leslie stefanson, taina elg, lucy avery brooke, amber smith",united states,2021-06-02 00:00:00,1996,PG-13,127 min,comedies,netflix,127,min,3.512987012987013
ns820,movie,the outlaw josey wales,clint eastwood,"clint eastwood, sondra locke, chief dan george, bill mckinney, john vernon, paula trueman, sam bottoms, geraldine keams, woodrow parfrey, joyce jameson",united states,2021-06-02 00:00:00,1976,PG,136 min,action & adventure,netflix,136,min,3.640625
ns822,movie,the wedding guest,michael winterbottom,"dev patel, radhika apte, jim sarbh",united kingdom,2021-06-02 00:00:00,2018,R,97 min,dramas,netflix,97,min,3.603305785123967
ns823,movie,the wind,emma tammi,"caitlin gerard, julia goldani telles, ashley zukerman, miles anderson, dylan mctee",united states,2021-06-02 00:00:00,2019,R,88 min,horror movies,netflix,88,min,3.5141987829614605
ns824,movie,then came you,peter hutchings,"asa butterfield, maisie williams, nina dobrev, ken jeong, tyler hoechlin, david koechner, peyton list, tituss burgess",united states,2021-06-02 00:00:00,2019,TV-MA,97 min,comedies,netflix,97,min,3.499005964214712
ns825,movie,welcome home,george ratliff,"aaron paul, emily ratajkowski, riccardo scamarcio, katy louise saunders, alice bellagamba",united states,2021-06-02 00:00:00,2018,R,97 min,thrillers,netflix,97,min,3.5
ns827,movie,bo burnham: inside,bo burnham,bo burnham,united states,2021-05-30 00:00:00,2021,TV-MA,88 min,stand-up comedy,netflix,88,min,3.535860655737705
ns828,movie,one lagos night,ekene som mekwunye,"frank donga, gold ikponmwosa, ali nuhu, eniola badmus, ogbolor, genoveva umeh, gbubemi ejeye, ajayi akorede, serge noujaim",Sin dato,2021-05-29 00:00:00,2021,TV-14,103 min,comedies,netflix,103,min,3.571574642126789
ns829,movie,collateral beauty,david frankel,"will smith, edward norton, kate winslet, michael peña, helen mirren, naomie harris, keira knightley, jacob latimore, ann dowd, liza colón-zayas",united states,2021-05-28 00:00:00,2016,PG-13,97 min,dramas,netflix,97,min,3.536893203883495
ns830,movie,dog gone trouble,kevin johnson,"big sean, pamela adlon, lucy hale, marissa jaret winokur, wilmer valderrama, joel mchale, seth rollins, damon wayans jr., olivia holt, carlos penavega",Sin dato,2021-05-28 00:00:00,2021,TV-Y7,88 min,children & family movies,netflix,88,min,3.5233009708737866
ns835,movie,blue miracle,julio quintana,"jimmy gonzales, dennis quaid, anthony gonzalez, bruce mcgill, raymond cruz, nathan arenas, miguel angel garcia, isaac arellanes, steve gutierrez, dana wheeler-nicholson, fernanda urrejola, silverio palacios",united states,2021-05-27 00:00:00,2021,TV-PG,97 min,children & family movies,netflix,97,min,3.521428571428572
ns837,movie,ghost lab,paween purijitpanya,"thanapob leeratanakachorn, paris intarakomalyasut, nuttanicha dungwattanawanich, suquan bulakul, rachanee siralert, chaleeda gilbert, nuttawut jenmana, alanta potjes, anchuleeon buagaew, jinjuta rattanaburi",thailand,2021-05-27 00:00:00,2021,TV-MA,118 min,horror movies,netflix,118,min,3.618843683083512
ns839,movie,soy rada: serendipity,pablo faro,agustín aristarán,argentina,2021-05-27 00:00:00,2021,TV-MA,70 min,stand-up comedy,netflix,70,min,3.588172043010753
ns840,movie,the day i lost my shadow,soudade kaadan,"sawsan arsheed, reham kassar, samer ismael, owiss mokhallati, hanane hajj ali, yassin albokhari, yamam al hassan, noor maghout, mohammad alsayyed ali, mostafa alkar, amal assaf, madonna adib, marwa almassri, abdel nasser maraqbi","syria, france, lebanon, qatar",2021-05-27 00:00:00,2018,TV-MA,91 min,dramas,netflix,91,min,3.519957983193277
ns841,movie,baggio: the divine ponytail,letizia lamartire,"andrea arcangeli, valentina bellè, andrea pennacchi, antonio zavatteri, anna ferruzzo, riccardo goretti, thomas trabacchi, marc clotet, martufello",italy,2021-05-26 00:00:00,2021,TV-MA,92 min,dramas,netflix,92,min,3.4659574468085106
ns842,movie,gatao - the last stray,ray jiang,"cheng jen-shuo, nikki hsieh, jack kao, lung shao-hua, alan kuo, alex ko, huang shang-ho, gary tang, chang zhang-xing, panda wu, samuel ku, justin sheng",Sin dato,2021-05-26 00:00:00,2021,TV-MA,120 min,action & adventure,netflix,120,min,3.5881057268722465
ns845,movie,nail bomber: manhunt,daniel vernon,Sin dato,Sin dato,2021-05-26 00:00:00,2021,TV-MA,73 min,documentaries,netflix,73,min,3.5762548262548264
ns846,movie,a place in the stars,steve gukas,"gideon okeke, dejumo lewis, segun arinze, amaka mgbor, mathilda obaseki, yemi blaque, lantana ahmed, patrick otoro, femi brach, ladi alpha",Sin dato,2021-05-25 00:00:00,2014,TV-14,110 min,dramas,netflix,110,min,3.54957805907173
ns847,movie,home,tim johnson,"jim parsons, rihanna, steve martin, jennifer lopez, matt jones, brian stepanek, april lawrence",united states,2021-05-25 00:00:00,2015,PG,94 min,children & family movies,netflix,94,min,3.533596837944664
ns850,movie,sam smith: love goes - live at abbey road studios,Sin dato,sam smith,Sin dato,2021-05-22 00:00:00,2020,TV-G,61 min,international movies,netflix,61,min,3.577004219409283
ns851,movie,99 songs,vishwesh krishnamoorthy,"ehan bhat, edilsy vargas, manisha koirala, lisa ray, tenzin dalha, warina hussain, ranjit barot, neel tyagi, rahul ram, diwakar pundir",india,2021-05-21 00:00:00,2021,TV-14,131 min,dramas,netflix,131,min,3.4944812362030904
ns852,movie,99 songs (tamil),Sin dato,Sin dato,Sin dato,2021-05-21 00:00:00,2021,TV-14,131 min,dramas,netflix,131,min,3.5879446640316206
ns853,movie,99 songs (telugu),Sin dato,Sin dato,Sin dato,2021-05-21 00:00:00,2021,TV-14,131 min,dramas,netflix,131,min,3.5254065040650406
ns854,movie,army of the dead,zack snyder,"dave bautista, ella purnell, omari hardwick, garret dillahunt, ana de la reguera, theo rossi, matthias schweighöfer, nora arnezeder, hiroyuki sanada, tig notaro, raúl castillo, huma qureshi, samantha win, richard cetrone, michael cassidy",united states,2021-05-21 00:00:00,2021,R,148 min,action & adventure,netflix,148,min,3.56969696969697
ns855,movie,creating an army of the dead,Sin dato,Sin dato,Sin dato,2021-05-21 00:00:00,2021,TV-MA,29 min,documentaries,netflix,29,min,3.4801587301587302
ns857,movie,strain,uduak-obong patrick,"okey uzoeshi, angel unigwe, nifemi lawal, alex usifo, gloria anozie-young, shushu abubakar, aproko doctor",Sin dato,2021-05-21 00:00:00,2020,TV-MA,107 min,dramas,netflix,107,min,3.5473887814313345
ns859,movie,678,mohamed diab,"maged el-kidwani, bassem samra, ahmed el fishawy, nelly kariem, boshra, nahed el sebaï, marwa mehran, sawsan badr, omar el saeed, moataz al-demerdash",Sin dato,2021-05-20 00:00:00,2009,TV-14,99 min,dramas,netflix,99,min,
ns860,movie,asmaa,amr salama,"hend sabry, maged el-kidwani, hany adel, sayed rajab, ahmed kamal, boutros ghaly, laila ezz el arab, samia asaad, fatmah adel, mohamad yones, mohamed abd el azim",egypt,2021-05-20 00:00:00,2011,TV-14,92 min,dramas,netflix,92,min,3.6004273504273505
ns861,movie,hating peter tatchell,christopher amos,Sin dato,australia,2021-05-20 00:00:00,2020,TV-MA,91 min,documentaries,netflix,91,min,3.501010101010101
ns862,movie,little singham future mein satakli,prakash satam,"anamaya verma, ganesh divekar, jigna bharadhwaj, saumya daan, sonal kaushal, sumriddhi shukla",Sin dato,2021-05-20 00:00:00,2021,TV-Y7,47 min,children & family movies,netflix,47,min,3.49465811965812
ns864,movie,spy kids: all the time in the world,robert rodriguez,"jessica alba, joel mchale, rowan blanchard, mason cook, jeremy piven, alexa penavega, daryl sabara, ricky gervais, danny trejo",united states,2021-05-20 00:00:00,2011,PG,88 min,children & family movies,netflix,88,min,3.603191489361702
ns865,movie,taxi no. 9211,milan luthria,"nana patekar, john abraham, sameera reddy, sonali kulkarni, shivaji satham, nassar abdulla, kurush deboo, smita jaykar",Sin dato,2021-05-20 00:00:00,2006,TV-14,116 min,dramas,netflix,116,min,3.610997963340122
ns866,movie,sabotage,david ayer,"arnold schwarzenegger, sam worthington, olivia williams, terrence howard, joe manganiello, josh holloway, mireille enos, harold perrineau, martin donovan, max martini, mark schlegel, kevin vance",united states,2021-05-19 00:00:00,2014,R,109 min,action & adventure,netflix,109,min,3.5638297872340425
ns867,movie,small town crime,"eshom nelms, ian nelms","john hawkes, anthony anderson, octavia spencer, robert forster, clifton collins jr., jeremy ratchford, james lafferty, michael vartan, daniel sunjata, don harvey, stefanie scott, caity lotz, dale dickey",united states,2021-05-19 00:00:00,2017,R,92 min,thrillers,netflix,92,min,3.465909090909091
ns868,movie,the last days,james moll,Sin dato,united states,2021-05-19 00:00:00,1998,PG-13,87 min,documentaries,netflix,87,min,3.5158898305084745
ns871,movie,amy tan: unintended memoir,james redford,amy tan,united states,2021-05-18 00:00:00,2021,TV-14,101 min,documentaries,netflix,101,min,3.5518234165067177
ns872,movie,sardar ka grandson,kaashvie nair,"arjun kapoor, neena gupta, rakul preet singh, kumud mishra, aditi rao hydari, john abraham, kanwaljeet singh, soni razdan, masood akhtar, divya seth, ravjeet singh, akashdeep sabir",india,2021-05-18 00:00:00,2021,TV-14,140 min,comedies,netflix,140,min,3.5499021526418786
ns873,movie,sleight,j.d. dillard,"jacob latimore, seychelle gabriel, sasheer zamata, storm reid, cameron esposito, dulé hill, michael villar, brandon johnson, donzaleigh abernathy, jay walker",united states,2021-05-16 00:00:00,2016,R,89 min,dramas,netflix,89,min,3.544117647058824
ns874,movie,ahaan,nikhil pherwani,"arif zakaria, abuli mamaji, niharika singh, rajit kapoor, plabita borthakur, shilpa mehta, kaizaad kotwal, sonali sachdev, haresh raut",india,2021-05-15 00:00:00,2021,TV-MA,81 min,dramas,netflix,81,min,3.416304347826087
ns876,movie,love or money,mae czarina cruz,"angelica panganiban, coco martin, gelli de belen, ketchup eusebio, cai cortez, matet de leon, dante rivero, teresa loyzaga, norm mcleod",Sin dato,2021-05-15 00:00:00,2020,TV-MA,116 min,dramas,netflix,116,min,3.5751565762004174
ns878,movie,cinema bandi,praveen kandregula,"vikas vasistha, sandeep varanasi, rag mayur, trishara, munivenkatapa, uma yg, sirivennela yanamandhala, sindhu sreenivasa murthy",india,2021-05-14 00:00:00,2021,TV-MA,99 min,comedies,netflix,99,min,3.5924276169265035
ns879,movie,ferry,cecilia verheyden,"frank lammers, elise schaap, huub stapel, monic hendrickx, raymond thiry, maarten heijmans, yannick van de velde","belgium, netherlands",2021-05-14 00:00:00,2021,TV-MA,107 min,dramas,netflix,107,min,3.4302325581395348
ns882,movie,i am all girls,donovan marsh,"erica wessels, hlubi mboya, deon lotz, brendon daniels, mothusi magano",south africa,2021-05-14 00:00:00,2021,TV-MA,107 min,dramas,netflix,107,min,3.4628865979381445
ns883,movie,jungle beat: the movie,brent dawes,"ed kear, david menkin, ina marie smith, john guerrasio, david rintoul, gavin peter, lucy montgomery, florrie wilkinson, adam neill, jason pennycooke",mauritius,2021-05-14 00:00:00,2021,TV-Y7,90 min,children & family movies,netflix,90,min,
ns886,movie,table manners,leli maki,"diaan lawrenson, renate stuurman, neels van jaarsveld, thabo malema, john lata, fiona ramsey, jonathan taylor, julian robinson","canada, south africa",2021-05-14 00:00:00,2018,TV-MA,104 min,comedies,netflix,104,min,3.5393700787401574
ns888,movie,the strange house,daniel prochaska,"león orlandianyi, benno roßkopf, julia koschitz, marii weichsler, lars bitterlich, michael pink, inge maux, elfriede schüsseleder, michael somma, finn reiter, markus stubeier, luca streussnig",austria,2021-05-14 00:00:00,2020,TV-MA,100 min,horror movies,netflix,100,min,3.433852140077821
ns889,movie,the upshaws - the afterparty,Sin dato,"david spade, london hughes, fortune feimster, wanda sykes, mike epps, kim fields",Sin dato,2021-05-14 00:00:00,2021,TV-14,32 min,comedies,netflix,32,min,3.577079107505071
ns890,movie,the woman in the window,joe wright,"amy adams, gary oldman, anthony mackie, fred hechinger, wyatt russell, brian tyree henry, jennifer jason leigh, jeanine serralles, mariah bozeman, julianne moore",united states,2021-05-14 00:00:00,2021,R,102 min,dramas,netflix,102,min,3.5403930131004366
ns892,movie,layer cake,matthew vaughn,"daniel craig, colm meaney, kenneth cranham, sienna miller, tom hardy, michael gambon, george harris, jamie foreman, marcel iures, ben whishaw, tamer hassan",united kingdom,2021-05-13 00:00:00,2004,R,105 min,independent movies,netflix,105,min,3.5337301587301586
ns893,movie,tottaa pataaka item maal,aditya kripalani,"shalini vatsa, chitrangada chakraborty, vinay sharma, sonal joshi, kritika pande",india,2021-05-13 00:00:00,2018,TV-MA,107 min,dramas,netflix,107,min,3.5548327137546467
ns894,movie,wave of cinema: filosofi kopi,adriano rudiman,"maliq & d'essentials, fourtwnty, gede robi, nadin amizah, ananda badudu, leanna rachel, rio dewanto, chicco jerikho",Sin dato,2021-05-13 00:00:00,2020,TV-14,64 min,documentaries,netflix,64,min,3.4990494296577945
ns895,movie,dance of the forty one,david pablos,"alfonso herrera, emiliano zurita, mabel cadena, fernando becerril, paulina álvarez muñoz","mexico, brazil",2021-05-12 00:00:00,2021,TV-MA,99 min,dramas,netflix,99,min,3.475442043222004
ns896,movie,oxygen,alexandre aja,"mélanie laurent, mathieu amalric, malik zidi","france, united states",2021-05-12 00:00:00,2021,TV-14,102 min,dramas,netflix,102,min,3.521169354838709
ns899,movie,dear affy,samuel olatunji,"kehinde bankole, enyinna nwigwe, williams uchemba, toyin abraham, bimbo ademoye, timini egbuson, uzor arukwe, bimbo akintola, faithia williams, odunlade adekola, teni entertainer, bianca ugo",Sin dato,2021-05-11 00:00:00,2020,TV-14,126 min,comedies,netflix,126,min,3.533049040511727
ns900,movie,illegal woman,ramon térmens,"daniel faraldo, isak férriz, yolanda sey, raquel camón, adeline flaun, klaudia dudová, boris ruiz, àngels bassas, ahmad alhamsho, abdel aziz el mountassir",spain,2021-05-11 00:00:00,2020,TV-MA,119 min,dramas,netflix,119,min,3.625835189309577
ns902,movie,deadly switch,svetlana cvetko,"teri polo, dylan walsh, danika yarosh, hayley mclaughlin, bryce durfee, matt passmore, heather mazur, ashlyn pearce",united states,2021-05-10 00:00:00,2019,TV-PG,86 min,independent movies,netflix,86,min,3.5752032520325203
ns904,movie,nayattu,martin prakkat,"kunchacko boban, joju george, nimisha sajayan, jaffer idukki, yama gilgamesh, anil nedumangad, dineesh p, vinod sagar",india,2021-05-09 00:00:00,2021,TV-MA,122 min,dramas,netflix,122,min,3.535860655737705
